Season,Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,18,172,67,3,0,274,2018-06-25T08:13:15.287
,AGRICULTURE,18,172,67,4,54,115,2018-06-25T08:04:25.973
,HORTICULTURE,22,231,23,5,45,685,2018-06-25T07:58:21.54
,AGRICULTURE,18,172,67,3,0,859,2018-06-25T07:42:22.35
,HORTICULTURE,6,238,23,3,0,249,2018-06-25T07:34:57.403
,AGRICULTURE,18,172,67,3,0,859,2018-06-25T07:33:29.28
KHARIF,AGRICULTURE,18,172,67,4,54,602,2018-06-25T07:22:08.747
,HORTICULTURE,22,58,1,3,0,613,2018-06-25T07:19:49.89
,AGRICULTURE,18,172,67,2,33,348,2018-06-25T06:57:16.38
,AGRICULTURE,18,172,67,3,46,883,2018-06-25T06:29:19.24
KHARIF,AGRICULTURE,18,172,67,0,56,895,2018-06-25T06:11:16.043
KHARIF,AGRICULTURE,18,172,67,5,45,758,2018-06-24T21:56:44.073
,AGRICULTURE,18,172,67,3,0,862,2018-06-24T21:25:19.53
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T21:23:47.427
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T21:23:45.29
KHARIF,AGRICULTURE,16,180,67,2,33,348,2018-06-24T21:08:59.623
KHARIF,AGRICULTURE,18,172,67,4,54,255,2018-06-24T21:01:51.057
KHARIF,HORTICULTURE,22,54,55,4,54,350,2018-06-24T20:51:57.75
,AGRICULTURE,18,172,67,3,0,860,2018-06-24T20:46:51.35
,AGRICULTURE,18,172,67,4,54,350,2018-06-24T20:40:42.06
,AGRICULTURE,18,172,67,3,0,249,2018-06-24T20:26:45.05
KHARIF,AGRICULTURE,18,172,38,0,38,88,2018-06-24T20:20:26.84
,AGRICULTURE,18,172,67,3,0,0,2018-06-24T20:17:54.88
,AGRICULTURE,8,72,68,3,46,910,2018-06-24T19:35:41.963
,AGRICULTURE,18,172,67,3,0,678,2018-06-24T19:32:28.85
KHARIF,AGRICULTURE,18,172,67,4,54,602,2018-06-24T19:10:05.21
,AGRICULTURE,18,172,67,3,46,622,2018-06-24T19:09:33.37
RABI,HORTICULTURE,22,32,23,0,38,796,2018-06-24T19:06:43.56
,AGRICULTURE,18,172,67,0,38,544,2018-06-24T19:05:36.823
,AGRICULTURE,18,172,67,3,46,645,2018-06-24T19:01:32.197
RABI,HORTICULTURE,22,48,23,0,38,796,2018-06-24T19:01:28.423
KHARIF,AGRICULTURE,5,174,47,4,54,115,2018-06-24T19:00:16.927
RABI,HORTICULTURE,22,54,23,0,56,89,2018-06-24T18:48:30.32
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T18:46:17.763
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T18:37:26.017
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T18:26:31.873
,AGRICULTURE,18,172,67,3,0,249,2018-06-24T18:24:12.297
,HORTICULTURE,22,38,1,3,0,770,2018-06-24T18:10:13.71
,AGRICULTURE,18,172,67,0,38,88,2018-06-24T18:07:49.3
,AGRICULTURE,8,72,68,3,0,111,2018-06-24T18:06:06.997
KHARIF,AGRICULTURE,16,180,67,2,33,512,2018-06-24T18:02:12.9
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T17:58:08.227
KHARIF,HORTICULTURE,22,169,55,2,33,512,2018-06-24T17:54:25.13
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T17:48:54.577
,AGRICULTURE,18,172,67,3,0,93,2018-06-24T17:37:04.147
,AGRICULTURE,18,172,67,3,0,906,2018-06-24T17:36:39.92
KHARIF,AGRICULTURE,5,174,1,5,45,321,2018-06-24T17:27:11.28
,AGRICULTURE,18,172,67,5,45,758,2018-06-24T17:21:14.707
KHARIF,AGRICULTURE,18,172,67,2,33,512,2018-06-24T17:20:21.09
KHARIF,AGRICULTURE,5,174,68,2,33,512,2018-06-24T17:15:07.603
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T17:13:08.98
,AGRICULTURE,18,172,67,3,46,910,2018-06-24T17:08:55.167
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T16:59:29.647
,AGRICULTURE,18,172,67,3,0,500,2018-06-24T16:57:40.77
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T16:50:51.72
,AGRICULTURE,18,172,67,3,0,274,2018-06-24T16:49:58.087
KHARIF,AGRICULTURE,18,172,67,4,54,255,2018-06-24T16:49:44.343
,AGRICULTURE,18,172,67,3,0,97,2018-06-24T16:47:24.27
,AGRICULTURE,5,174,67,4,54,255,2018-06-24T16:46:44.363
,AGRICULTURE,18,172,67,3,0,506,2018-06-24T16:42:44.107
,AGRICULTURE,18,172,67,3,0,97,2018-06-24T16:42:32.563
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T16:38:47.92
KHARIF,AGRICULTURE,18,172,67,1,31,581,2018-06-24T16:36:17.1
JAYAD,AGRICULTURE,18,172,67,1,31,415,2018-06-24T16:35:51.7
,AGRICULTURE,18,172,67,3,0,859,2018-06-24T16:35:37.49
KHARIF,AGRICULTURE,18,172,0,1,31,581,2018-06-24T16:34:41.58
KHARIF,HORTICULTURE,22,30,1,0,38,796,2018-06-24T16:34:19.99
,AGRICULTURE,17,108,63,2,33,512,2018-06-24T16:29:56.517
,HORTICULTURE,22,73,1,0,56,14,2018-06-24T16:29:06.003
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T16:16:42.283
KHARIF,AGRICULTURE,18,172,57,2,33,443,2018-06-24T16:13:28.077
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T16:11:13.057
KHARIF,AGRICULTURE,18,172,67,2,33,443,2018-06-24T16:10:47.41
KHARIF,AGRICULTURE,16,180,67,2,33,443,2018-06-24T16:08:18.29
,HORTICULTURE,6,238,1,3,0,111,2018-06-24T16:06:21.74
KHARIF,AGRICULTURE,20,185,63,0,38,544,2018-06-24T16:01:51.733
,AGRICULTURE,18,172,67,3,0,313,2018-06-24T15:55:01.2
,AGRICULTURE,18,172,67,3,46,171,2018-06-24T15:51:44.373
,AGRICULTURE,20,185,63,0,38,544,2018-06-24T15:49:46.92
,AGRICULTURE,5,174,63,3,0,506,2018-06-24T15:46:21.2
,AGRICULTURE,18,172,67,3,0,313,2018-06-24T15:45:57.347
,AGRICULTURE,18,172,67,0,38,544,2018-06-24T15:40:20.227
,AGRICULTURE,18,172,67,3,46,652,2018-06-24T15:39:10.84
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T15:36:48.97
,AGRICULTURE,18,172,67,4,54,115,2018-06-24T15:34:48.49
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T15:33:02.737
KHARIF,AGRICULTURE,18,172,38,0,38,544,2018-06-24T15:26:24.497
KHARIF,AGRICULTURE,18,172,0,1,31,875,2018-06-24T15:24:29.743
,HORTICULTURE,11,63,1,3,46,639,2018-06-24T15:21:32.62
,AGRICULTURE,18,172,67,0,38,796,2018-06-24T15:08:35.043
,AGRICULTURE,18,172,67,3,0,101,2018-06-24T15:05:52.82
KHARIF,HORTICULTURE,22,30,55,1,31,632,2018-06-24T15:03:54.943
KHARIF,AGRICULTURE,18,172,0,1,31,457,2018-06-24T14:55:48.173
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T14:52:33.06
,AGRICULTURE,18,172,67,3,0,274,2018-06-24T14:34:24.233
KHARIF,AGRICULTURE,18,172,67,2,33,443,2018-06-24T14:32:37.42
KHARIF,AGRICULTURE,16,180,67,2,33,443,2018-06-24T14:32:05.05
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T14:31:19.183
KHARIF,AGRICULTURE,18,172,67,2,33,443,2018-06-24T14:30:05.473
,AGRICULTURE,20,90,23,4,54,602,2018-06-24T14:27:40.41
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T14:26:01.083
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T14:18:47.837
KHARIF,AGRICULTURE,18,172,67,4,54,661,2018-06-24T14:17:08.523
,HORTICULTURE,11,176,1,3,46,711,2018-06-24T14:11:01.267
,AGRICULTURE,18,172,67,3,0,25,2018-06-24T13:49:05.877
KHARIF,AGRICULTURE,18,172,67,4,54,602,2018-06-24T13:31:39.357
KHARIF,HORTICULTURE,22,58,1,6,44,423,2018-06-24T13:12:59.047
,AGRICULTURE,8,72,1,3,0,500,2018-06-24T13:05:46.393
,AGRICULTURE,18,172,67,3,0,274,2018-06-24T13:02:32.197
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T13:02:26.69
,AGRICULTURE,18,172,67,2,33,793,2018-06-24T12:55:33.34
KHARIF,AGRICULTURE,18,172,67,1,31,415,2018-06-24T12:53:42.11
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T12:47:56.49
,AGRICULTURE,5,174,23,3,46,31,2018-06-24T12:42:32.6
KHARIF,AGRICULTURE,17,216,63,2,33,512,2018-06-24T12:38:42.997
,HORTICULTURE,6,238,67,3,0,356,2018-06-24T12:31:51.48
,HORTICULTURE,22,240,23,5,45,321,2018-06-24T12:27:47.103
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T12:24:23.29
,AGRICULTURE,18,172,67,3,0,669,2018-06-24T12:21:43.213
,HORTICULTURE,22,231,46,0,38,796,2018-06-24T12:15:01.183
,AGRICULTURE,18,172,67,0,38,59,2018-06-24T12:14:57.11
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T12:14:22.497
,AGRICULTURE,18,172,67,3,0,669,2018-06-24T12:14:00.077
,AGRICULTURE,8,72,27,3,0,670,2018-06-24T12:09:19.087
,AGRICULTURE,20,185,1,3,46,135,2018-06-24T11:51:40.76
KHARIF,HORTICULTURE,11,148,27,6,44,424,2018-06-24T11:43:04.847
,AGRICULTURE,18,172,57,0,38,725,2018-06-24T11:41:50.997
,AGRICULTURE,5,166,2,1,31,875,2018-06-24T11:34:39.433
KHARIF,AGRICULTURE,5,174,67,6,44,162,2018-06-24T11:33:04.303
,AGRICULTURE,18,172,67,3,0,97,2018-06-24T11:32:33.633
KHARIF,HORTICULTURE,22,73,1,0,56,0,2018-06-24T11:29:39.24
KHARIF,AGRICULTURE,18,172,67,1,31,549,2018-06-24T11:22:04.417
KHARIF,AGRICULTURE,18,172,67,3,46,171,2018-06-24T11:20:51.703
,AGRICULTURE,8,72,27,3,0,859,2018-06-24T10:53:30.54
,AGRICULTURE,5,174,63,3,46,711,2018-06-24T10:52:10.773
KHARIF,AGRICULTURE,17,216,67,2,33,443,2018-06-24T10:50:34.71
KHARIF,AGRICULTURE,18,172,0,1,31,415,2018-06-24T10:46:06.107
,AGRICULTURE,18,172,67,3,0,859,2018-06-24T10:42:45.41
,HORTICULTURE,11,189,1,4,54,602,2018-06-24T10:39:02.67
,HORTICULTURE,11,148,1,5,45,486,2018-06-24T10:37:52.423
,AGRICULTURE,18,172,67,3,46,622,2018-06-24T10:25:14.63
KHARIF,AGRICULTURE,18,172,0,0,56,831,2018-06-24T10:09:19.37
,AGRICULTURE,18,172,67,1,31,591,2018-06-24T10:02:42.69
KHARIF,AGRICULTURE,18,172,67,1,31,632,2018-06-24T10:00:09.497
KHARIF,AGRICULTURE,5,174,47,4,54,115,2018-06-24T09:58:07.94
KHARIF,HORTICULTURE,22,240,64,0,56,72,2018-06-24T09:55:01.567
KHARIF,AGRICULTURE,5,174,68,4,54,530,2018-06-24T09:52:30.68
,AGRICULTURE,18,172,67,3,0,862,2018-06-24T09:51:27.22
,AGRICULTURE,18,172,67,3,0,357,2018-06-24T09:48:13.623
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T09:47:41.33
KHARIF,HORTICULTURE,22,32,1,0,38,796,2018-06-24T09:32:55.49
KHARIF,AGRICULTURE,5,174,47,2,33,512,2018-06-24T09:29:37.79
KHARIF,AGRICULTURE,18,172,68,5,45,129,2018-06-24T09:29:29.71
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T09:27:52.927
,HORTICULTURE,22,231,1,5,45,685,2018-06-24T09:26:33.803
KHARIF,AGRICULTURE,18,172,67,0,38,544,2018-06-24T09:22:07.43
KHARIF,HORTICULTURE,22,30,1,0,38,796,2018-06-24T09:21:03.547
,AGRICULTURE,18,172,67,3,0,356,2018-06-24T09:17:58.25
,AGRICULTURE,8,72,1,3,0,357,2018-06-24T09:05:12.063
,AGRICULTURE,18,172,67,4,54,904,2018-06-24T09:03:27.807
KHARIF,AGRICULTURE,18,172,67,4,54,904,2018-06-24T09:00:34.77
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-24T08:57:43.14
,AGRICULTURE,18,172,67,3,0,97,2018-06-24T08:43:49.48
,AGRICULTURE,17,216,68,3,46,189,2018-06-24T08:39:21.8
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T08:39:08.85
KHARIF,HORTICULTURE,22,58,1,6,44,399,2018-06-24T08:38:44.39
KHARIF,HORTICULTURE,22,7,1,6,44,424,2018-06-24T08:22:36.667
,AGRICULTURE,18,172,67,3,0,111,2018-06-24T08:19:25.3
KHARIF,HORTICULTURE,11,19,1,6,44,763,2018-06-24T07:36:07.937
,AGRICULTURE,18,172,67,5,45,756,2018-06-24T07:35:54.41
KHARIF,AGRICULTURE,5,174,67,5,45,758,2018-06-24T07:32:33.67
KHARIF,AGRICULTURE,8,127,67,6,44,497,2018-06-24T07:21:48.277
RABI,AGRICULTURE,18,172,1,0,56,531,2018-06-24T07:21:14.673
,AGRICULTURE,5,174,1,2,33,348,2018-06-24T07:05:59.52
JAYAD,AGRICULTURE,18,172,67,4,54,255,2018-06-24T06:45:51.087
KHARIF,AGRICULTURE,18,172,38,0,38,796,2018-06-24T06:43:39.92
KHARIF,AGRICULTURE,8,72,68,1,31,415,2018-06-24T06:35:58.97
KHARIF,AGRICULTURE,18,172,67,0,56,895,2018-06-24T06:16:13.793
KHARIF,AGRICULTURE,16,180,67,2,33,443,2018-06-23T21:54:46.353
,AGRICULTURE,18,172,67,3,46,671,2018-06-23T21:25:03.913
,HORTICULTURE,22,58,1,5,45,685,2018-06-23T21:20:21.52
KHARIF,AGRICULTURE,20,33,63,2,33,793,2018-06-23T21:00:01.323
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T20:51:29.98
,AGRICULTURE,18,172,67,3,0,97,2018-06-23T20:42:24.553
KHARIF,AGRICULTURE,5,174,67,4,54,115,2018-06-23T20:37:43.97
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T20:26:38.887
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T20:20:27.603
,AGRICULTURE,18,172,67,2,33,443,2018-06-23T20:16:59.793
,AGRICULTURE,18,172,67,1,31,875,2018-06-23T19:40:37.1
,AGRICULTURE,18,172,67,3,0,97,2018-06-23T19:30:27.557
,AGRICULTURE,8,72,68,3,46,717,2018-06-23T19:20:37.42
,HORTICULTURE,22,198,47,3,0,853,2018-06-23T19:14:35.183
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T19:13:48.553
KHARIF,HORTICULTURE,11,19,1,6,44,763,2018-06-23T19:10:10.62
JAYAD,AGRICULTURE,17,216,63,2,33,348,2018-06-23T19:05:48.01
KHARIF,AGRICULTURE,5,174,67,6,44,498,2018-06-23T19:03:08.69
KHARIF,AGRICULTURE,18,172,67,2,33,348,2018-06-23T18:52:50.763
KHARIF,HORTICULTURE,11,143,55,4,54,79,2018-06-23T18:46:23.293
,AGRICULTURE,5,174,63,3,46,341,2018-06-23T18:29:51.137
KHARIF,AGRICULTURE,18,172,67,2,33,512,2018-06-23T18:21:45.957
,HORTICULTURE,22,58,23,3,46,196,2018-06-23T18:19:56.707
KHARIF,HORTICULTURE,22,38,1,6,44,423,2018-06-23T18:15:34.11
KHARIF,AGRICULTURE,16,147,68,3,0,562,2018-06-23T18:09:03.013
,AGRICULTURE,18,172,67,3,0,359,2018-06-23T18:03:15.787
KHARIF,AGRICULTURE,18,172,67,4,54,255,2018-06-23T17:57:02.68
,AGRICULTURE,8,72,68,3,0,678,2018-06-23T17:55:05.99
,AGRICULTURE,18,172,23,1,31,875,2018-06-23T17:23:39.433
KHARIF,AGRICULTURE,18,172,67,0,38,88,2018-06-23T17:23:09.043
,AGRICULTURE,5,241,67,2,33,348,2018-06-23T17:20:32.433
,AGRICULTURE,18,172,67,3,0,97,2018-06-23T17:11:48.52
,AGRICULTURE,18,172,67,3,0,97,2018-06-23T17:01:03.53
KHARIF,AGRICULTURE,16,180,67,2,33,348,2018-06-23T16:59:59.197
JAYAD,HORTICULTURE,22,58,1,6,44,794,2018-06-23T16:52:29.91
,AGRICULTURE,18,172,67,3,46,924,2018-06-23T16:45:40.127
,AGRICULTURE,8,72,68,3,0,356,2018-06-23T16:45:23.077
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T16:42:29.353
KHARIF,HORTICULTURE,11,110,1,3,46,195,2018-06-23T16:41:25.36
,AGRICULTURE,18,172,67,3,0,126,2018-06-23T16:38:52.68
KHARIF,ANIMAL HUSBANDRY,2,36,12,4,54,461,2018-06-23T16:32:04.037
,AGRICULTURE,18,172,67,3,0,357,2018-06-23T16:31:22.913
KHARIF,AGRICULTURE,18,172,67,2,33,512,2018-06-23T16:26:34.827
,AGRICULTURE,18,172,67,0,38,544,2018-06-23T16:25:41.613
,AGRICULTURE,18,172,67,3,0,356,2018-06-23T16:15:57.217
KHARIF,AGRICULTURE,18,172,67,4,54,115,2018-06-23T16:09:48.79
KHARIF,AGRICULTURE,18,172,67,1,31,415,2018-06-23T15:50:54.453
KHARIF,HORTICULTURE,22,188,1,6,44,499,2018-06-23T15:47:43.977
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-23T15:45:28.473
JAYAD,AGRICULTURE,20,185,23,1,31,431,2018-06-23T15:43:38.463
KHARIF,HORTICULTURE,22,188,1,6,44,499,2018-06-23T15:42:34.36
,AGRICULTURE,18,172,67,3,0,25,2018-06-23T15:30:50.793
,HORTICULTURE,22,58,23,3,46,883,2018-06-23T15:20:28.55
,AGRICULTURE,18,172,67,4,54,115,2018-06-23T15:18:05
KHARIF,HORTICULTURE,22,32,1,1,31,415,2018-06-23T15:02:20.677
KHARIF,HORTICULTURE,11,19,1,6,44,424,2018-06-23T14:55:27.427
,AGRICULTURE,18,172,67,3,0,111,2018-06-23T14:50:54.067
,AGRICULTURE,18,172,67,3,46,190,2018-06-23T14:35:39.197
JAYAD,HORTICULTURE,22,188,1,6,44,424,2018-06-23T14:34:08.887
,AGRICULTURE,17,216,68,3,0,146,2018-06-23T14:25:54.813
,AGRICULTURE,18,172,67,3,0,249,2018-06-23T14:24:58.42
,AGRICULTURE,8,72,63,3,46,610,2018-06-23T14:20:00.083
KHARIF,AGRICULTURE,18,172,57,5,45,756,2018-06-23T14:06:29.28
,AGRICULTURE,18,172,67,5,45,235,2018-06-23T13:57:19.937
,AGRICULTURE,8,72,63,3,46,318,2018-06-23T13:49:36.457
,HORTICULTURE,22,32,15,1,31,415,2018-06-23T13:30:23.683
,AGRICULTURE,18,172,67,3,0,111,2018-06-23T13:24:19.157
,HORTICULTURE,22,231,1,5,45,685,2018-06-23T13:21:52.75
,HORTICULTURE,22,231,65,2,33,348,2018-06-23T13:15:04.6
KHARIF,AGRICULTURE,18,172,38,1,31,415,2018-06-23T13:05:16.35
,AGRICULTURE,18,172,67,5,45,486,2018-06-23T12:51:12.12
,AGRICULTURE,18,172,67,3,0,562,2018-06-23T12:42:12.837
,AGRICULTURE,18,172,67,0,56,89,2018-06-23T12:39:40.877
JAYAD,ANIMAL HUSBANDRY,2,103,21,4,54,115,2018-06-23T12:39:35.383
,AGRICULTURE,18,172,38,3,0,356,2018-06-23T12:35:24.877
,AGRICULTURE,18,172,67,3,0,678,2018-06-23T12:24:26.067
,AGRICULTURE,18,172,67,3,46,196,2018-06-23T12:23:26.473
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-23T12:20:02.487
KHARIF,AGRICULTURE,8,127,67,6,44,763,2018-06-23T12:05:51.11
JAYAD,HORTICULTURE,22,38,1,6,44,423,2018-06-23T12:01:35.39
,AGRICULTURE,8,72,23,3,0,111,2018-06-23T11:59:23.51
KHARIF,AGRICULTURE,18,172,0,1,31,875,2018-06-23T11:56:42.11
KHARIF,AGRICULTURE,18,172,67,2,33,793,2018-06-23T11:56:27.477
KHARIF,AGRICULTURE,18,172,67,1,31,581,2018-06-23T11:50:23.133
,AGRICULTURE,18,172,67,3,0,506,2018-06-23T11:50:19.983
,AGRICULTURE,18,172,67,3,0,500,2018-06-23T11:40:00.943
KHARIF,HORTICULTURE,22,231,1,5,45,756,2018-06-23T11:40:00.243
,AGRICULTURE,18,172,67,3,46,883,2018-06-23T11:07:48.443
,AGRICULTURE,8,72,68,3,0,249,2018-06-23T11:03:46.237
,AGRICULTURE,18,172,67,3,0,357,2018-06-23T11:00:18.943
KHARIF,HORTICULTURE,22,188,1,6,44,423,2018-06-23T10:56:58.823
,AGRICULTURE,18,172,67,3,46,224,2018-06-23T10:39:20.667
KHARIF,AGRICULTURE,18,172,67,3,0,357,2018-06-23T10:35:18.113
KHARIF,AGRICULTURE,18,172,63,2,33,443,2018-06-23T10:33:48.21
,AGRICULTURE,18,172,67,2,33,512,2018-06-23T10:15:27.62
KHARIF,AGRICULTURE,18,172,57,2,33,512,2018-06-23T10:15:25
KHARIF,AGRICULTURE,18,172,67,2,33,512,2018-06-23T10:14:16.03
,HORTICULTURE,22,75,67,6,44,497,2018-06-23T09:59:19.683
,AGRICULTURE,8,72,68,3,0,274,2018-06-23T09:57:34.913
KHARIF,AGRICULTURE,18,172,23,1,31,581,2018-06-23T09:54:16.613
,AGRICULTURE,18,172,67,3,0,97,2018-06-23T09:52:46.057
,AGRICULTURE,18,172,67,3,0,500,2018-06-23T09:24:41.897
KHARIF,HORTICULTURE,22,35,1,1,31,591,2018-06-23T09:21:57.923
,AGRICULTURE,8,72,68,3,0,678,2018-06-23T09:21:51.67
,AGRICULTURE,18,172,67,3,0,178,2018-06-23T09:21:20.313
JAYAD,AGRICULTURE,18,172,67,4,54,79,2018-06-23T09:10:34.873
,AGRICULTURE,5,174,23,5,45,486,2018-06-23T09:06:25.69
KHARIF,AGRICULTURE,18,172,23,1,31,415,2018-06-23T09:01:39.647
,HORTICULTURE,22,32,1,6,44,424,2018-06-23T09:00:48.417
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-23T08:44:42.55
JAYAD,HORTICULTURE,22,58,1,6,44,424,2018-06-23T08:37:08.507
,AGRICULTURE,8,127,67,6,44,423,2018-06-23T08:31:25.147
KHARIF,HORTICULTURE,22,58,1,6,44,424,2018-06-23T08:12:07.49
KHARIF,AGRICULTURE,18,172,23,1,31,415,2018-06-23T07:55:23.03
,AGRICULTURE,18,172,67,5,45,685,2018-06-23T07:52:33.097
RABI,AGRICULTURE,20,27,43,2,33,443,2018-06-23T07:52:31.117
KHARIF,AGRICULTURE,18,172,38,0,56,0,2018-06-23T07:49:40.2
KHARIF,AGRICULTURE,18,172,38,1,31,457,2018-06-23T07:48:41.2
,AGRICULTURE,18,172,67,2,33,793,2018-06-23T07:46:08.6
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-23T07:44:55.123
KHARIF,AGRICULTURE,17,216,67,2,33,793,2018-06-23T07:44:02.503
KHARIF,HORTICULTURE,22,30,1,0,38,796,2018-06-23T07:30:32.997
KHARIF,AGRICULTURE,18,172,38,2,33,512,2018-06-23T07:20:31.58
KHARIF,HORTICULTURE,22,30,1,0,38,796,2018-06-23T07:05:14.777
,AGRICULTURE,18,172,67,4,54,461,2018-06-23T06:49:46.333
KHARIF,AGRICULTURE,18,172,38,0,56,89,2018-06-23T06:28:39.507
,AGRICULTURE,18,172,67,3,0,97,2018-06-22T21:10:50.747
JAYAD,AGRICULTURE,18,172,67,4,54,255,2018-06-22T21:05:23.8
,AGRICULTURE,18,172,67,3,0,356,2018-06-22T20:50:41.237
JAYAD,HORTICULTURE,22,38,47,2,33,512,2018-06-22T20:48:17.213
,AGRICULTURE,8,127,67,6,44,173,2018-06-22T20:42:37.46
KHARIF,AGRICULTURE,18,172,67,0,38,796,2018-06-22T20:32:17.23
RABI,AGRICULTURE,5,174,23,0,38,88,2018-06-22T20:22:41.943
,AGRICULTURE,16,147,68,3,46,195,2018-06-22T20:21:18.42
RABI,HORTICULTURE,22,231,23,0,56,12,2018-06-22T20:08:01.033
KHARIF,AGRICULTURE,5,20,67,2,33,443,2018-06-22T20:05:56.747
RABI,AGRICULTURE,18,172,67,0,56,895,2018-06-22T19:49:37.23
,AGRICULTURE,18,172,67,3,0,922,2018-06-22T19:23:10.337
KHARIF,AGRICULTURE,18,172,67,4,54,255,2018-06-22T19:19:04.213
,HORTICULTURE,22,231,1,5,45,685,2018-06-22T19:17:44.23
,AGRICULTURE,18,172,67,3,0,356,2018-06-22T18:54:41.293
KHARIF,AGRICULTURE,18,172,67,1,31,415,2018-06-22T18:50:04.547
RABI,HORTICULTURE,22,231,23,0,56,89,2018-06-22T18:42:14.997
,AGRICULTURE,18,172,67,3,46,622,2018-06-22T18:34:01.69
,AGRICULTURE,18,172,67,3,46,652,2018-06-22T18:24:41.69
,AGRICULTURE,18,172,43,1,31,415,2018-06-22T18:18:30.173
,AGRICULTURE,18,172,67,3,0,356,2018-06-22T18:18:00.597
,AGRICULTURE,18,172,67,3,46,610,2018-06-22T18:15:24.64
,AGRICULTURE,18,172,67,3,0,97,2018-06-22T18:08:04.22
,AGRICULTURE,18,172,67,3,0,859,2018-06-22T17:56:41.273
,AGRICULTURE,18,172,67,3,46,622,2018-06-22T17:50:49.413
,AGRICULTURE,18,172,67,3,0,97,2018-06-22T17:50:33.19
RABI,AGRICULTURE,18,172,0,4,54,115,2018-06-22T17:45:34.993
RABI,AGRICULTURE,18,172,0,4,54,115,2018-06-22T17:45:11.717
,AGRICULTURE,18,172,67,3,0,862,2018-06-22T17:45:11.11
RABI,AGRICULTURE,18,172,0,4,54,115,2018-06-22T17:45:11.11
,AGRICULTURE,18,172,67,3,46,622,2018-06-22T17:40:29.59
,AGRICULTURE,18,172,67,3,0,25,2018-06-22T17:24:56.84
KHARIF,HORTICULTURE,22,38,47,6,44,423,2018-06-22T17:22:59.153
KHARIF,AGRICULTURE,20,27,0,2,33,348,2018-06-22T17:18:16.713
,AGRICULTURE,18,172,67,3,0,25,2018-06-22T17:05:52.46
,AGRICULTURE,18,172,67,3,0,500,2018-06-22T16:36:24.013
,AGRICULTURE,18,172,67,3,0,529,2018-06-22T16:30:48.203
KHARIF,AGRICULTURE,18,172,67,4,54,661,2018-06-22T16:30:33.213
KHARIF,AGRICULTURE,18,172,67,4,54,255,2018-06-22T16:27:57.63
KHARIF,AGRICULTURE,5,174,47,6,44,162,2018-06-22T16:27:27.383
KHARIF,AGRICULTURE,5,174,67,4,54,461,2018-06-22T16:24:08.53
KHARIF,HORTICULTURE,22,58,1,6,44,762,2018-06-22T16:10:32.407
KHARIF,HORTICULTURE,22,231,1,0,56,15,2018-06-22T16:05:50.76
KHARIF,AGRICULTURE,5,174,67,6,44,162,2018-06-22T16:05:21.713
,AGRICULTURE,18,172,67,3,0,111,2018-06-22T15:58:31.103
,AGRICULTURE,5,174,67,6,44,638,2018-06-22T15:51:28.45
KHARIF,AGRICULTURE,21,223,67,4,54,904,2018-06-22T15:51:04.427
,AGRICULTURE,18,172,67,3,0,862,2018-06-22T15:39:21.067
KHARIF,AGRICULTURE,17,216,63,2,33,443,2018-06-22T15:39:07.467
KHARIF,AGRICULTURE,18,172,67,2,33,443,2018-06-22T15:35:50.907
KHARIF,AGRICULTURE,18,172,67,1,31,415,2018-06-22T15:18:21.98
,AGRICULTURE,18,172,67,3,46,224,2018-06-22T15:16:46.663
,AGRICULTURE,20,185,23,3,46,611,2018-06-22T15:11:00.607
